population,households,total_rooms
1549.0,626.0,4385.0
887.0,347.0,2171.0
970.0,430.0,2998.0
1519.0,788.0,3670.0
1550.0,792.0,3990.0
600.0,241.0,1804.0
384.0,247.0,878.0
1219.0,507.0,2782.0
1022.0,464.0,2622.0
163.0,75.0,421.0
723.0,306.0,1741.0
648.0,337.0,1722.0
608.0,328.0,1530.0
334.0,151.0,793.0
1013.0,408.0,2639.0
974.0,351.0,2270.0
849.0,318.0,2170.0
203.0,118.0,647.0
1385.0,743.0,2947.0
812.0,373.0,2492.0
1315.0,582.0,4471.0
935.0,369.0,2682.0
2755.0,1267.0,7001.0
541.0,336.0,1650.0
3895.0,1683.0,10774.0
1292.0,632.0,3763.0
2100.0,1023.0,5448.0
1233.0,547.0,2674.0
999.0,417.0,2524.0
1232.0,537.0,2846.0
937.0,455.0,2491.0
1159.0,505.0,2924.0
859.0,359.0,2303.0
1818.0,705.0,4174.0
1640.0,989.0,4363.0
689.0,348.0,1704.0
1091.0,528.0,3170.0
503.0,220.0,1431.0
641.0,276.0,1550.0
755.0,345.0,1972.0
721.0,298.0,1926.0
567.0,255.0,1283.0
1913.0,834.0,4921.0
1775.0,745.0,4382.0
658.0,253.0,1814.0
1064.0,449.0,2688.0
562.0,246.0,1760.0
1907.0,795.0,4971.0
1596.0,707.0,4127.0
75.0,38.0,221.0
1949.0,919.0,3904.0
881.0,546.0,1926.0
1650.0,919.0,4333.0
969.0,528.0,2729.0
809.0,503.0,2175.0
1177.0,670.0,3914.0
2096.0,1205.0,6297.0
63.0,34.0,240.0
88.0,46.0,176.0
358.0,143.0,833.0
628.0,205.0,1183.0
553.0,277.0,1505.0
599.0,250.0,2845.0
629.0,279.0,1730.0
437.0,188.0,1250.0
691.0,343.0,2602.0
701.0,297.0,1858.0
628.0,219.0,1284.0
510.0,207.0,1445.0
627.0,185.0,1275.0
308.0,132.0,1982.0
815.0,337.0,1615.0
957.0,362.0,2378.0
706.0,283.0,1470.0
909.0,319.0,2116.0
1011.0,509.0,2878.0
600.0,265.0,1312.0
1236.0,489.0,2776.0
762.0,283.0,1667.0
890.0,344.0,2403.0
369.0,165.0,866.0
990.0,410.0,2806.0
79.0,30.0,172.0
643.0,241.0,1713.0
920.0,361.0,2230.0
1087.0,423.0,2582.0
406.0,151.0,989.0
750.0,308.0,1999.0
1153.0,474.0,2744.0
1500.0,414.0,2165.0
291.0,135.0,2857.0
281.0,108.0,608.0
746.0,259.0,1435.0
991.0,377.0,2075.0
863.0,346.0,2130.0
656.0,303.0,1518.0
515.0,227.0,1461.0
887.0,332.0,1839.0
1122.0,446.0,2124.0
1908.0,642.0,3359.0
588.0,274.0,1421.0
1202.0,460.0,2492.0
380.0,142.0,790.0
552.0,201.0,1150.0
698.0,299.0,1718.0
754.0,340.0,1533.0
1201.0,479.0,2290.0
1019.0,422.0,2024.0
761.0,286.0,1330.0
1177.0,414.0,2017.0
895.0,451.0,1804.0
1064.0,433.0,2342.0
2111.0,758.0,4086.0
1133.0,402.0,2085.0
1899.0,730.0,3946.0
904.0,295.0,1619.0
1281.0,479.0,2780.0
808.0,330.0,1748.0
779.0,327.0,1321.0
715.0,275.0,1081.0
1636.0,615.0,2821.0
611.0,226.0,1056.0
448.0,140.0,804.0
424.0,152.0,1026.0
1421.0,430.0,2745.0
1558.0,535.0,3066.0
3148.0,1088.0,5569.0
522.0,202.0,1087.0
115.0,54.0,243.0
1560.0,647.0,3145.0
821.0,285.0,1542.0
494.0,161.0,786.0
830.0,279.0,1377.0
2095.0,857.0,4671.0
773.0,325.0,1981.0
711.0,292.0,1652.0
887.0,432.0,2754.0
1745.0,794.0,4620.0
506.0,211.0,1706.0
1140.0,428.0,2206.0
1742.0,803.0,5202.0
1032.0,369.0,2251.0
812.0,258.0,1416.0
857.0,288.0,1551.0
1501.0,584.0,2772.0
3002.0,992.0,5372.0
877.0,312.0,1890.0
639.0,270.0,1348.0
499.0,208.0,1149.0
529.0,217.0,1176.0
504.0,203.0,1166.0
617.0,228.0,1370.0
661.0,278.0,1419.0
822.0,234.0,1531.0
1195.0,467.0,1908.0
3595.0,1189.0,6121.0
592.0,225.0,990.0
1232.0,488.0,2577.0
1367.0,626.0,2685.0
878.0,399.0,1620.0
1065.0,401.0,1474.0
1376.0,516.0,2235.0
454.0,188.0,1143.0
1030.0,308.0,2240.0
816.0,325.0,1904.0
1048.0,303.0,1320.0
327.0,81.0,418.0
196.0,60.0,267.0
1048.0,358.0,2163.0
697.0,251.0,1211.0
1432.0,399.0,2704.0
658.0,197.0,1028.0
1252.0,350.0,2295.0
1333.0,411.0,2003.0
888.0,241.0,949.0
1764.0,502.0,2534.0
1730.0,469.0,2436.0
1476.0,327.0,1479.0
785.0,175.0,680.0
496.0,147.0,860.0
1409.0,428.0,2390.0
1037.0,286.0,1656.0
827.0,176.0,653.0
1455.0,340.0,1311.0
1052.0,265.0,1451.0
1756.0,382.0,1979.0
1374.0,505.0,2773.0
1904.0,617.0,3511.0
1580.0,484.0,2892.0
774.0,222.0,1175.0
684.0,221.0,1294.0
1518.0,447.0,2692.0
2268.0,620.0,3157.0
1469.0,435.0,2256.0
810.0,266.0,1731.0
3589.0,1017.0,4717.0
1462.0,479.0,2083.0
1268.0,402.0,2235.0
1368.0,487.0,3075.0
1307.0,456.0,2521.0
866.0,284.0,1605.0
572.0,190.0,874.0
2014.0,659.0,3455.0
1530.0,435.0,2608.0
2814.0,953.0,3946.0
904.0,315.0,1722.0
1009.0,385.0,1900.0
1000.0,346.0,1457.0
2497.0,805.0,5009.0
1304.0,415.0,1830.0
520.0,154.0,704.0
2441.0,707.0,3874.0
1569.0,595.0,3249.0
2603.0,696.0,3564.0
1361.0,393.0,2236.0
590.0,205.0,1410.0
1283.0,378.0,2159.0
5303.0,1644.0,8606.0
1052.0,312.0,1684.0
1108.0,466.0,2109.0
620.0,240.0,1275.0
1158.0,367.0,1936.0
2149.0,821.0,3474.0
1737.0,788.0,3641.0
2024.0,1026.0,3952.0
956.0,219.0,1245.0
2821.0,987.0,6146.0
1227.0,501.0,2934.0
566.0,181.0,1170.0
618.0,197.0,1318.0
1631.0,484.0,3136.0
368.0,109.0,786.0
2950.0,1104.0,6111.0
1770.0,574.0,3369.0
2055.0,716.0,4379.0
1524.0,565.0,3170.0
1684.0,511.0,2361.0
1048.0,451.0,2162.0
1405.0,407.0,1834.0
1956.0,679.0,2919.0
875.0,313.0,1015.0
621.0,250.0,985.0
3967.0,1297.0,6911.0
953.0,356.0,2042.0
2102.0,742.0,3693.0
2151.0,713.0,3346.0
4205.0,1009.0,4927.0
1697.0,429.0,1572.0
1350.0,343.0,1313.0
2487.0,582.0,2414.0
1277.0,224.0,749.0
3200.0,664.0,2266.0
1227.0,309.0,1548.0
1708.0,373.0,1721.0
1658.0,586.0,2855.0
576.0,263.0,1260.0
1940.0,590.0,2972.0
673.0,213.0,1613.0
556.0,175.0,993.0
1283.0,341.0,1542.0
732.0,175.0,969.0
810.0,190.0,695.0
1110.0,332.0,1656.0
1313.0,352.0,2447.0
416.0,83.0,605.0
806.0,349.0,1923.0
847.0,354.0,1750.0
1002.0,373.0,1937.0
1135.0,424.0,2216.0
1491.0,473.0,2603.0
994.0,306.0,3301.0
560.0,244.0,1118.0
880.0,272.0,1541.0
1057.0,267.0,1689.0
801.0,207.0,1116.0
1588.0,459.0,3425.0
1642.0,340.0,1795.0
882.0,306.0,1520.0
1096.0,352.0,1506.0
1796.0,629.0,2609.0
1343.0,414.0,2036.0
2092.0,741.0,4176.0
1198.0,466.0,2893.0
814.0,276.0,1944.0
91.0,22.0,97.0
1942.0,730.0,3736.0
775.0,255.0,1385.0
595.0,161.0,886.0
1019.0,356.0,1841.0
222.0,78.0,320.0
1548.0,362.0,1787.0
1581.0,505.0,2380.0
1168.0,410.0,2363.0
1344.0,492.0,2455.0
104.0,32.0,164.0
1182.0,440.0,2918.0
829.0,313.0,2124.0
660.0,188.0,1091.0
892.0,386.0,2843.0
429.0,181.0,1367.0
434.0,178.0,1355.0
976.0,403.0,2820.0
4276.0,1622.0,9047.0
721.0,234.0,1250.0
682.0,273.0,1963.0
750.0,286.0,3325.0
419.0,170.0,991.0
330.0,123.0,1736.0
285.0,128.0,1631.0
899.0,347.0,2199.0
1085.0,448.0,3301.0
901.0,345.0,3934.0
265.0,112.0,5919.0
483.0,208.0,1795.0
338.0,141.0,2474.0
1160.0,453.0,3769.0
575.0,234.0,1907.0
342.0,137.0,2284.0
238.0,98.0,1847.0
483.0,224.0,7744.0
2900.0,827.0,4203.0
3251.0,940.0,5015.0
2200.0,647.0,4195.0
838.0,247.0,1337.0
2927.0,713.0,4089.0
2773.0,1036.0,4964.0
2002.0,815.0,4131.0
2010.0,641.0,3252.0
4907.0,1919.0,7884.0
6012.0,1565.0,6568.0
3243.0,702.0,2591.0
3456.0,788.0,3149.0
2448.0,603.0,2534.0
11272.0,2528.0,9899.0
3130.0,793.0,3260.0
1507.0,410.0,1827.0
2220.0,665.0,2697.0
2443.0,557.0,2486.0
214.0,60.0,256.0
315.0,80.0,309.0
1466.0,535.0,3174.0
1762.0,748.0,3745.0
2013.0,801.0,4261.0
1169.0,439.0,2351.0
1717.0,535.0,1926.0
508.0,251.0,913.0
1444.0,564.0,2878.0
1275.0,508.0,2497.0
4259.0,1882.0,9371.0
1477.0,560.0,3071.0
2780.0,996.0,5745.0
3523.0,1253.0,5561.0
7249.0,2375.0,10613.0
705.0,208.0,1049.0
266.0,64.0,424.0
3074.0,718.0,2392.0
1103.0,275.0,1680.0
405.0,127.0,833.0
1531.0,457.0,2608.0
1017.0,284.0,1445.0
703.0,144.0,827.0
2332.0,492.0,2528.0
887.0,227.0,1304.0
1551.0,450.0,2511.0
1361.0,426.0,2606.0
1309.0,426.0,2164.0
1799.0,611.0,3841.0
1078.0,359.0,1984.0
1454.0,458.0,2837.0
1895.0,641.0,3921.0
919.0,295.0,1819.0
671.0,195.0,1141.0
1306.0,430.0,2294.0
2031.0,498.0,1608.0
1678.0,390.0,1851.0
1563.0,389.0,1740.0
1372.0,432.0,2628.0
2975.0,975.0,5915.0
751.0,219.0,1575.0
1150.0,330.0,2191.0
12153.0,4372.0,19234.0
458.0,142.0,641.0
836.0,257.0,1437.0
3918.0,1100.0,6758.0
5982.0,1105.0,4712.0
767.0,149.0,512.0
681.0,270.0,1907.0
1607.0,505.0,3562.0
2327.0,812.0,5892.0
362.0,138.0,737.0
1528.0,586.0,3905.0
1596.0,557.0,4037.0
1867.0,461.0,1835.0
1468.0,339.0,1636.0
1245.0,273.0,1045.0
2474.0,573.0,2685.0
738.0,193.0,1006.0
1264.0,517.0,2952.0
1121.0,493.0,3184.0
970.0,349.0,1973.0
1052.0,428.0,2150.0
717.0,243.0,1335.0
465.0,208.0,1580.0
2630.0,564.0,2740.0
1219.0,273.0,1054.0
2546.0,618.0,2927.0
902.0,196.0,622.0
1449.0,410.0,2288.0
1858.0,457.0,2095.0
4601.0,1066.0,4776.0
164.0,40.0,146.0
1534.0,388.0,1642.0
792.0,262.0,1691.0
1427.0,291.0,1720.0
1156.0,358.0,1476.0
1200.0,351.0,1484.0
1810.0,547.0,2504.0
1323.0,436.0,1868.0
1971.0,502.0,2198.0
2337.0,664.0,3738.0
288.0,130.0,1057.0
479.0,67.0,372.0
1479.0,536.0,3077.0
1019.0,314.0,1916.0
264.0,118.0,768.0
382.0,171.0,1078.0
590.0,189.0,958.0
411.0,214.0,726.0
3083.0,1621.0,10053.0
886.0,364.0,1746.0
803.0,341.0,2321.0
1312.0,434.0,3165.0
898.0,370.0,2830.0
1374.0,598.0,3944.0
1782.0,712.0,5468.0
1670.0,740.0,5323.0
643.0,341.0,2124.0
628.0,384.0,2722.0
749.0,419.0,2144.0
490.0,300.0,2190.0
693.0,415.0,3494.0
582.0,313.0,2616.0
497.0,170.0,1736.0
622.0,295.0,2201.0
793.0,426.0,3152.0
1108.0,441.0,3553.0
1480.0,606.0,4911.0
569.0,271.0,3153.0
1704.0,663.0,3455.0
1873.0,757.0,3735.0
1229.0,618.0,3044.0
406.0,165.0,869.0
403.0,181.0,974.0
425.0,184.0,1001.0
948.0,375.0,1811.0
657.0,293.0,1431.0
391.0,187.0,867.0
578.0,285.0,1410.0
313.0,142.0,728.0
504.0,230.0,1292.0
325.0,155.0,724.0
944.0,332.0,2371.0
790.0,444.0,2584.0
240.0,145.0,541.0
488.0,265.0,1220.0
391.0,193.0,817.0
1582.0,778.0,3983.0
638.0,329.0,1740.0
406.0,180.0,1076.0
428.0,183.0,1049.0
349.0,168.0,877.0
971.0,514.0,1834.0
1574.0,759.0,3412.0
1519.0,554.0,2755.0
831.0,344.0,1619.0
834.0,362.0,1242.0
804.0,386.0,1629.0
1234.0,601.0,2461.0
944.0,429.0,2249.0
1023.0,459.0,2689.0
966.0,322.0,2034.0
1110.0,406.0,2605.0
1678.0,710.0,5039.0
337.0,150.0,626.0
248.0,173.0,656.0
760.0,375.0,1671.0
932.0,496.0,1822.0
1042.0,744.0,2700.0
262.0,114.0,784.0
3438.0,904.0,4910.0
2668.0,955.0,6332.0
1027.0,363.0,3030.0
688.0,384.0,1616.0
762.0,301.0,1044.0
1985.0,917.0,3634.0
633.0,290.0,1409.0
1264.0,659.0,2381.0
525.0,212.0,891.0
1661.0,696.0,3852.0
3612.0,1191.0,5665.0
1491.0,535.0,2748.0
2258.0,719.0,2902.0
1616.0,666.0,2958.0
2487.0,795.0,2876.0
1570.0,510.0,2190.0
1430.0,444.0,2437.0
2563.0,747.0,3723.0
1644.0,453.0,2248.0
1516.0,568.0,2938.0
1037.0,388.0,1771.0
1890.0,642.0,3138.0
231.0,100.0,338.0
27.0,10.0,32.0
28566.0,6082.0,32627.0
6071.0,1889.0,8581.0
3794.0,1455.0,6912.0
1296.0,418.0,2493.0
2274.0,858.0,3877.0
3562.0,1299.0,6601.0
89.0,48.0,144.0
315.0,207.0,935.0
524.0,274.0,1108.0
450.0,197.0,1128.0
847.0,283.0,1219.0
1112.0,406.0,1398.0
1670.0,671.0,3217.0
1219.0,453.0,2278.0
744.0,312.0,1739.0
1272.0,406.0,2308.0
482.0,180.0,969.0
678.0,295.0,1446.0
245.0,130.0,526.0
139.0,80.0,531.0
2088.0,774.0,3870.0
1462.0,503.0,2831.0
766.0,302.0,1170.0
1776.0,669.0,4518.0
545.0,297.0,1267.0
1373.0,582.0,3030.0
2293.0,960.0,4609.0
2317.0,934.0,4312.0
1045.0,460.0,2063.0
1162.0,407.0,1797.0
2756.0,998.0,4927.0
48.0,22.0,58.0
1635.0,723.0,3075.0
1922.0,736.0,3690.0
1827.0,605.0,4187.0
1051.0,342.0,1922.0
2043.0,856.0,4741.0
956.0,365.0,2155.0
1235.0,465.0,2463.0
370.0,123.0,851.0
1303.0,426.0,3193.0
1221.0,442.0,2922.0
1478.0,492.0,2483.0
2074.0,703.0,3997.0
1439.0,484.0,2710.0
2768.0,1014.0,6778.0
1641.0,676.0,3883.0
1172.0,447.0,2577.0
1789.0,657.0,3023.0
834.0,352.0,1607.0
1577.0,459.0,3541.0
1113.0,398.0,1789.0
1021.0,399.0,1701.0
944.0,300.0,1633.0
783.0,303.0,1748.0
455.0,248.0,1051.0
1476.0,699.0,3548.0
555.0,181.0,1273.0
91.0,33.0,213.0
40.0,25.0,106.0
3864.0,1221.0,7065.0
406.0,136.0,778.0
1812.0,888.0,4459.0
1586.0,466.0,2840.0
403.0,163.0,1066.0
764.0,284.0,1868.0
1504.0,521.0,3735.0
949.0,342.0,2017.0
520.0,212.0,1408.0
504.0,164.0,1020.0
1725.0,1015.0,4867.0
1673.0,541.0,3494.0
968.0,370.0,1808.0
898.0,500.0,2716.0
175.0,61.0,407.0
1624.0,598.0,4270.0
844.0,309.0,2024.0
272.0,109.0,831.0
416.0,174.0,1066.0
349.0,179.0,1821.0
780.0,267.0,2048.0
1538.0,537.0,3440.0
823.0,285.0,1938.0
548.0,207.0,1227.0
765.0,322.0,2278.0
1099.0,420.0,2542.0
980.0,503.0,2487.0
413.0,184.0,928.0
741.0,339.0,1977.0
959.0,361.0,2191.0
610.0,312.0,1297.0
564.0,231.0,1741.0
2171.0,360.0,2101.0
1324.0,464.0,2517.0
589.0,194.0,1036.0
973.0,340.0,1898.0
785.0,309.0,1735.0
343.0,119.0,742.0
139.0,73.0,509.0
336.0,103.0,678.0
655.0,264.0,1743.0
708.0,253.0,1705.0
721.0,293.0,2088.0
926.0,487.0,2083.0
539.0,246.0,1239.0
1549.0,556.0,2723.0
1454.0,668.0,3753.0
3002.0,1318.0,6828.0
892.0,299.0,1878.0
602.0,209.0,1110.0
508.0,190.0,1000.0
388.0,142.0,838.0
1168.0,507.0,3063.0
1275.0,511.0,3138.0
1977.0,762.0,4839.0
1143.0,382.0,2767.0
1307.0,451.0,2870.0
246.0,80.0,439.0
752.0,270.0,1839.0
827.0,287.0,1813.0
884.0,333.0,2374.0
806.0,283.0,1875.0
633.0,261.0,1651.0
585.0,246.0,1999.0
775.0,283.0,1887.0
660.0,228.0,1405.0
520.0,178.0,1131.0
629.0,214.0,1085.0
681.0,221.0,1431.0
354.0,140.0,680.0
963.0,379.0,2323.0
352.0,121.0,811.0
1208.0,479.0,3415.0
376.0,141.0,906.0
782.0,344.0,2112.0
1355.0,566.0,4194.0
955.0,418.0,2802.0
729.0,319.0,1528.0
462.0,185.0,1006.0
411.0,176.0,999.0
554.0,184.0,1039.0
1816.0,682.0,3883.0
399.0,161.0,983.0
573.0,205.0,1265.0
929.0,423.0,2099.0
471.0,219.0,1188.0
1053.0,390.0,1634.0
982.0,512.0,2229.0
837.0,391.0,1749.0
1181.0,480.0,2637.0
928.0,435.0,2432.0
1319.0,583.0,3033.0
1045.0,419.0,2200.0
133.0,51.0,204.0
642.0,333.0,1427.0
853.0,399.0,1889.0
1310.0,525.0,2843.0
716.0,350.0,1759.0
637.0,299.0,1452.0
611.0,260.0,1264.0
661.0,232.0,1321.0
1373.0,562.0,3338.0
1267.0,408.0,2809.0
737.0,243.0,1497.0
1296.0,518.0,2993.0
1110.0,419.0,2331.0
285.0,116.0,770.0
1016.0,405.0,2550.0
537.0,194.0,1170.0
518.0,170.0,856.0
1149.0,476.0,2277.0
1424.0,609.0,3720.0
1422.0,606.0,3739.0
302.0,138.0,810.0
604.0,249.0,1549.0
894.0,332.0,1864.0
1569.0,556.0,3120.0
1390.0,520.0,3127.0
974.0,371.0,2282.0
1090.0,425.0,2616.0
226.0,82.0,352.0
1172.0,306.0,1337.0
1693.0,619.0,3442.0
152.0,77.0,453.0
171.0,64.0,1076.0
486.0,179.0,1046.0
905.0,321.0,1988.0
646.0,208.0,1536.0
1000.0,354.0,2421.0
195.0,95.0,614.0
1016.0,373.0,2325.0
1193.0,412.0,2738.0
694.0,243.0,2254.0
780.0,358.0,6012.0
337.0,100.0,1986.0
397.0,165.0,2520.0
294.0,110.0,2739.0
291.0,115.0,4195.0
245.0,92.0,2045.0
203.0,71.0,1872.0
85.0,34.0,914.0
482.0,159.0,2611.0
1287.0,496.0,2851.0
1159.0,378.0,2228.0
947.0,324.0,1870.0
690.0,268.0,1632.0
1056.0,366.0,1928.0
918.0,347.0,1975.0
981.0,362.0,1700.0
841.0,330.0,1471.0
1275.0,501.0,2316.0
1407.0,476.0,2397.0
1346.0,366.0,1770.0
698.0,293.0,1475.0
1037.0,244.0,999.0
2400.0,750.0,3445.0
1904.0,630.0,2633.0
839.0,390.0,2014.0
1296.0,429.0,2620.0
989.0,351.0,1887.0
900.0,436.0,2017.0
1654.0,912.0,3744.0
1590.0,643.0,2825.0
1062.0,169.0,639.0
1201.0,302.0,1661.0
1594.0,694.0,3127.0
1038.0,222.0,1053.0
2038.0,559.0,2312.0
1452.0,501.0,3250.0
845.0,309.0,1596.0
1135.0,434.0,2237.0
1236.0,520.0,1962.0
1135.0,392.0,2658.0
1820.0,657.0,3664.0
1702.0,523.0,2431.0
2045.0,664.0,4566.0
1255.0,421.0,2506.0
1393.0,433.0,2271.0
931.0,234.0,1128.0
1062.0,356.0,1626.0
1532.0,854.0,4415.0
1207.0,350.0,2578.0
2314.0,787.0,5799.0
1822.0,675.0,3349.0
2771.0,866.0,6100.0
1897.0,1080.0,4325.0
1381.0,535.0,2936.0
391.0,126.0,698.0
398.0,70.0,380.0
1555.0,488.0,2181.0
894.0,297.0,1763.0
666.0,276.0,1530.0
1015.0,385.0,2249.0
1025.0,315.0,1473.0
527.0,227.0,1264.0
687.0,221.0,1376.0
1281.0,470.0,2120.0
609.0,328.0,1562.0
652.0,226.0,1426.0
693.0,230.0,1533.0
1002.0,402.0,2176.0
1227.0,439.0,2885.0
2049.0,834.0,4181.0
1272.0,337.0,2181.0
1204.0,412.0,2868.0
891.0,316.0,2558.0
383.0,133.0,829.0
1116.0,429.0,2895.0
1010.0,313.0,1814.0
676.0,273.0,1698.0
1430.0,568.0,3821.0
947.0,356.0,2696.0
678.0,206.0,1671.0
622.0,316.0,1859.0
3853.0,1313.0,8096.0
1070.0,293.0,1899.0
1679.0,498.0,3057.0
1213.0,347.0,2423.0
506.0,280.0,1537.0
1588.0,466.0,3578.0
755.0,254.0,1665.0
625.0,230.0,1332.0
3946.0,1451.0,8836.0
956.0,319.0,2629.0
1076.0,374.0,2577.0
833.0,335.0,2159.0
711.0,254.0,2029.0
1435.0,496.0,2037.0
937.0,294.0,1310.0
726.0,183.0,1025.0
781.0,315.0,1240.0
1255.0,433.0,1784.0
1682.0,463.0,2138.0
1265.0,378.0,1691.0
1022.0,296.0,1370.0
1230.0,429.0,2146.0
1249.0,358.0,2181.0
1152.0,356.0,1972.0
1343.0,424.0,2375.0
1333.0,427.0,2478.0
1283.0,477.0,2366.0
770.0,296.0,1747.0
938.0,307.0,1599.0
1115.0,381.0,1854.0
746.0,296.0,1432.0
416.0,200.0,890.0
1155.0,403.0,1785.0
817.0,314.0,1939.0
1394.0,507.0,2824.0
706.0,266.0,1013.0
1066.0,346.0,2038.0
1173.0,337.0,1672.0
893.0,228.0,1216.0
875.0,220.0,1235.0
1247.0,378.0,2127.0
1001.0,373.0,2157.0
730.0,417.0,1277.0
1275.0,448.0,2066.0
679.0,282.0,1694.0
301.0,100.0,308.0
966.0,257.0,1125.0
429.0,185.0,950.0
585.0,260.0,1306.0
967.0,409.0,2458.0
609.0,211.0,1270.0
784.0,290.0,1851.0
719.0,263.0,1683.0
575.0,235.0,1632.0
523.0,216.0,1631.0
991.0,357.0,2062.0
661.0,261.0,1396.0
1360.0,504.0,2315.0
1040.0,299.0,1411.0
1191.0,463.0,2031.0
866.0,496.0,1616.0
353.0,185.0,959.0
615.0,370.0,957.0
1549.0,582.0,1655.0
771.0,240.0,1582.0
1037.0,332.0,2091.0
755.0,389.0,1492.0
693.0,228.0,1133.0
1302.0,345.0,1919.0
835.0,386.0,1569.0
1237.0,237.0,1006.0
778.0,303.0,931.0
1216.0,369.0,1627.0
516.0,174.0,931.0
1822.0,326.0,1221.0
1220.0,362.0,1395.0
1415.0,527.0,2296.0
247.0,151.0,745.0
1017.0,476.0,2434.0
1413.0,391.0,3180.0
759.0,479.0,1705.0
2300.0,871.0,3583.0
1701.0,824.0,3218.0
486.0,150.0,1142.0
1227.0,401.0,2889.0
630.0,194.0,1452.0
1291.0,408.0,3205.0
1416.0,469.0,3181.0
1915.0,592.0,4386.0
820.0,241.0,2002.0
786.0,234.0,1674.0
871.0,322.0,1621.0
769.0,456.0,1441.0
1382.0,546.0,2340.0
1342.0,454.0,1808.0
1519.0,708.0,2655.0
2026.0,722.0,3333.0
1682.0,563.0,2612.0
685.0,256.0,1600.0
34.0,10.0,45.0
209.0,71.0,329.0
1486.0,635.0,4020.0
2138.0,678.0,4753.0
1886.0,541.0,3977.0
2569.0,759.0,5078.0
1997.0,650.0,4026.0
811.0,263.0,1548.0
1912.0,593.0,3935.0
1616.0,494.0,3326.0
1203.0,366.0,1519.0
1149.0,417.0,2232.0
1367.0,677.0,2663.0
1766.0,455.0,1898.0
1534.0,295.0,1332.0
891.0,237.0,1591.0
2726.0,674.0,2705.0
2197.0,509.0,2292.0
971.0,249.0,1105.0
1546.0,557.0,3252.0
1027.0,324.0,1982.0
1050.0,397.0,2168.0
1430.0,459.0,2968.0
1431.0,480.0,3079.0
1769.0,691.0,3471.0
1971.0,575.0,3973.0
1196.0,359.0,2446.0
707.0,219.0,1723.0
840.0,265.0,1737.0
1209.0,347.0,2365.0
1787.0,560.0,3544.0
1048.0,315.0,2112.0
2531.0,827.0,5392.0
3521.0,1423.0,6971.0
904.0,279.0,2265.0
2457.0,702.0,4491.0
3107.0,1209.0,5954.0
95.0,23.0,133.0
1905.0,670.0,4039.0
1565.0,698.0,3292.0
1460.0,416.0,3331.0
2054.0,737.0,4575.0
671.0,269.0,1956.0
2306.0,914.0,5819.0
1278.0,389.0,3121.0
3822.0,1316.0,8562.0
2624.0,934.0,5609.0
871.0,234.0,1800.0
2923.0,904.0,6239.0
524.0,164.0,1137.0
1485.0,461.0,3760.0
16122.0,5189.0,37937.0
2090.0,695.0,4838.0
2070.0,619.0,4874.0
4160.0,1214.0,9729.0
1568.0,438.0,3038.0
1350.0,390.0,2603.0
1189.0,326.0,1810.0
1558.0,604.0,4151.0
676.0,217.0,1788.0
1605.0,484.0,4343.0
4005.0,1419.0,10484.0
1665.0,499.0,3781.0
2146.0,633.0,4390.0
1663.0,428.0,3182.0
826.0,260.0,1986.0
1373.0,452.0,3973.0
1081.0,341.0,2021.0
4409.0,1622.0,10535.0
2061.0,714.0,5415.0
1448.0,468.0,3764.0
1496.0,509.0,3491.0
1262.0,436.0,3086.0
1913.0,741.0,4380.0
1400.0,433.0,3666.0
954.0,275.0,2452.0
1753.0,583.0,5416.0
2443.0,739.0,6208.0
199.0,64.0,582.0
1666.0,474.0,2765.0
4528.0,1064.0,5950.0
572.0,149.0,1206.0
1506.0,449.0,3548.0
2442.0,780.0,4138.0
1467.0,581.0,3178.0
789.0,270.0,2022.0
1962.0,636.0,4065.0
1972.0,624.0,3859.0
1713.0,530.0,3464.0
860.0,286.0,1932.0
781.0,230.0,1684.0
1648.0,496.0,3745.0
1695.0,569.0,3588.0
2701.0,1125.0,5218.0
2897.0,891.0,5830.0
3086.0,1265.0,5774.0
930.0,433.0,1911.0
531.0,214.0,1317.0
1517.0,453.0,3164.0
1918.0,671.0,4552.0
565.0,170.0,1213.0
1172.0,382.0,3016.0
692.0,209.0,1614.0
1642.0,549.0,4277.0
4732.0,1922.0,9653.0
2025.0,544.0,4265.0
1295.0,440.0,2962.0
1649.0,538.0,3010.0
1646.0,454.0,3913.0
835.0,259.0,1538.0
1555.0,520.0,3173.0
1565.0,508.0,2722.0
4597.0,1393.0,8527.0
1740.0,485.0,3485.0
1395.0,427.0,3388.0
2197.0,673.0,4713.0
1967.0,604.0,3299.0
1688.0,467.0,3580.0
2985.0,790.0,7826.0
1808.0,588.0,4814.0
810.0,395.0,2422.0
3256.0,1439.0,6842.0
1293.0,745.0,4257.0
985.0,536.0,3068.0
1140.0,389.0,2708.0
1202.0,734.0,3970.0
2717.0,813.0,5175.0
3041.0,839.0,5232.0
1004.0,380.0,2319.0
1312.0,390.0,3274.0
1185.0,446.0,1998.0
703.0,217.0,2411.0
1357.0,400.0,2483.0
1238.0,354.0,2649.0
1003.0,328.0,2102.0
1366.0,423.0,2423.0
1695.0,710.0,3157.0
1345.0,632.0,3289.0
943.0,274.0,1743.0
650.0,184.0,1343.0
133.0,45.0,426.0
991.0,390.0,2993.0
1862.0,555.0,5348.0
3191.0,1027.0,8874.0
633.0,204.0,1223.0
213.0,43.0,454.0
563.0,287.0,1206.0
1693.0,597.0,3305.0
833.0,386.0,2000.0
673.0,225.0,1318.0
2332.0,1073.0,4860.0
1599.0,485.0,3134.0
